match_id,stage,home_team,away_team,home_rank,away_rank,rank_gap,rivalry_flag,host_involved,city_population_m,venue_capacity,day_of_week,kickoff_hour_local,buzz_index_train,attendance_pct
m_35e5cbe2,1,France,Brazil,22,57,35,0,0,1.37,60000,2,22,0.17970832435604922,0.40201847329966556
m_a0ef85e0,1,France,England,96,65,31,0,0,2.81,60000,5,12,0.22246081537790352,0.3865659376956973
m_f0f7271b,3,Italy,India,58,20,38,0,1,2.49,80000,0,16,0.49477438266655066,0.6991787136201115
m_3bb33d7e,1,Colombia,England,11,71,60,0,0,2.9,40000,2,20,0.02782002414729534,0.40990964328174334
m_1d8c658f,1,Germany,Belgium,6,41,35,1,1,4.8,60000,1,12,0.6166750346633015,0.7527149365322019
m_44d009c3,5,Brazil,Italy,22,1,21,1,0,1.1,60000,2,15,0.7662062174270815,0.7439824341920979
m_0296df75,3,Morocco,Netherlands,78,74,4,0,0,5.78,80000,0,19,0.4732099137668012,0.4717890029763846
m_8bc5b19f,5,Argentina,Italy,92,76,16,0,0,3.44,80000,5,19,0.467056405684244,0.59674105920755
m_900f2926,5,Senegal,Colombia,12,4,8,1,1,1.18,80000,5,12,1.0,1.0098542385495524
m_55ee0d91,3,USA,France,27,71,44,0,0,7.66,60000,2,19,0.30020043677849406,0.5035732334300032
m_6a7ad855,0,Colombia,Netherlands,1,10,9,0,0,6.71,40000,6,22,0.20105969935363688,0.35
m_293a8f9d,5,Argentina,Netherlands,64,86,22,0,0,8.04,40000,1,14,0.5093711036857483,0.5981726108987069
m_f2d927ab,4,India,Senegal,74,89,15,0,0,9.42,40000,4,22,0.4536669529541505,0.6182881548839001
m_29523a15,4,Argentina,India,97,29,68,0,0,6.06,60000,0,18,0.3842648679066244,0.5143340840292029
m_157ec0cb,1,Croatia,Japan,80,15,65,0,0,7.97,80000,5,21,0.10739908459004183,0.35
m_a4e6a023,4,England,France,39,19,20,0,0,2.39,40000,1,22,0.46337148824411295,0.5884593500774153
m_86f1d047,1,Morocco,Italy,60,58,2,0,0,4.4,40000,3,12,0.3174731167442426,0.38464070409011003
m_5c555b7d,0,Germany,Morocco,70,53,17,0,0,5.54,40000,4,16,0.16694663160080433,0.3803041243647644
m_bb376c48,3,Belgium,Uruguay,54,46,8,1,0,5.64,60000,4,15,0.6924129388235549,0.690272298666211
m_53c75966,3,Mexico,Portugal,25,18,7,1,0,7.32,80000,6,15,0.6412642578226919,0.7168463763924605
m_47a98fe5,3,Croatia,Colombia,20,3,17,0,0,8.06,90000,6,16,0.4308275448749872,0.5362055183423163
m_3ba3adeb,4,Germany,India,36,70,34,0,0,6.84,80000,0,14,0.44058022506964484,0.4618179592383332
m_06f93681,0,France,Uruguay,23,22,1,0,0,0.95,80000,1,18,0.21901997211845808,0.35
m_507f2972,4,Brazil,India,80,55,25,0,0,3.84,80000,5,13,0.4756884334928273,0.5383690461786167
m_88ad1b1c,4,Argentina,Netherlands,1,64,63,0,0,5.94,40000,6,12,0.4189777051810266,0.5292422776918884
m_6bd09f41,0,Belgium,Netherlands,94,41,53,1,0,5.32,80000,5,17,0.3427409822273959,0.4934549972629664
m_e0b8175e,0,Netherlands,Brazil,27,95,68,0,0,0.93,40000,3,12,0.0,0.35
m_eb365626,0,Colombia,Senegal,52,85,33,0,0,9.82,60000,5,22,0.08777551816128418,0.35
m_1c9d0579,0,India,England,2,8,6,0,0,9.58,90000,1,18,0.1963161616678344,0.37990709995807725
m_9d8182af,3,Senegal,Italy,21,65,44,0,0,7.85,60000,5,19,0.3499207339656283,0.5301864677407533
m_74cea5e7,2,Japan,Germany,9,3,6,0,0,1.03,60000,2,13,0.2787555466722272,0.5279727769132242
m_689fb848,2,Germany,USA,88,29,59,0,0,4.59,90000,5,15,0.16288089299641856,0.48383892793735606
m_516827bb,0,Argentina,Netherlands,48,70,22,0,0,4.39,80000,0,18,0.19967830499869577,0.40800400817088
m_ee558ee0,2,Senegal,Brazil,39,97,58,0,0,5.8,80000,2,22,0.3132902463555979,0.4972945293515557
m_95b77034,2,France,Morocco,42,18,24,1,0,1.03,40000,5,17,0.46728659597660127,0.6314190334136353
m_67ad533f,0,Italy,Germany,71,58,13,0,0,4.52,80000,5,13,0.18040921701328766,0.35
m_c85c2a88,2,Croatia,France,94,1,93,0,0,7.7,90000,5,15,0.129894069519351,0.4025903357464729
m_d0b985c2,4,Brazil,Croatia,45,22,23,0,0,9.98,60000,2,14,0.5130704004182008,0.6367424585312952
m_bdbe553d,1,Germany,Brazil,2,95,93,0,0,6.16,80000,5,20,0.07231848780897872,0.35
m_70a4c113,1,Belgium,Mexico,76,23,53,0,0,9.44,40000,6,17,0.18895496687417707,0.4186283177972069
m_9ce20cd0,0,USA,Japan,77,8,69,0,0,9.99,60000,4,13,0.0,0.35
m_ae58f753,3,Germany,Japan,67,29,38,0,1,4.63,60000,5,13,0.4946432282084747,0.5546522303226883
m_a550ed07,0,Netherlands,Morocco,43,44,1,0,0,6.85,40000,6,14,0.15219122768939686,0.4175882275007907
m_4498b7d5,3,Senegal,Colombia,18,62,44,0,0,2.53,60000,4,16,0.2859711555009784,0.5313343535967268
m_77998e5b,1,Morocco,Senegal,39,19,20,0,1,5.02,40000,2,17,0.3186976434217805,0.6109558020877455
m_bdb7d046,0,Germany,England,6,59,53,0,0,1.24,40000,5,16,0.0789189489873453,0.35
m_025910f1,5,Croatia,Mexico,42,80,38,0,0,0.78,90000,6,12,0.521671672290309,0.6390478030412621
m_d5d628d8,4,Italy,Croatia,52,19,33,0,0,8.98,90000,1,12,0.4690472023236466,0.4992775086888217
m_67d34cb8,2,Japan,Spain,27,22,5,0,0,8.65,80000,6,18,0.3273463436657923,0.5159836181398771
m_2cb9f3f5,3,Croatia,India,79,83,4,0,0,3.46,90000,0,21,0.4992070560496351,0.5333853272008651
m_38e12f09,5,Argentina,England,15,68,53,0,0,4.84,60000,5,18,0.42089752206786696,0.6153161077069595
m_a8a98461,2,Japan,France,19,5,14,0,0,5.19,80000,0,21,0.2533712413823316,0.5095014431839205
m_e70f372e,2,India,Germany,62,5,57,0,0,5.45,80000,1,17,0.22843980480686996,0.4342998412545769
m_d0313433,0,Italy,India,64,25,39,0,0,1.78,40000,2,20,0.06827484999629768,0.35
m_92d1a866,2,India,England,51,24,27,0,0,7.86,90000,0,13,0.3190899039017338,0.3852940733975815
m_4a6bbbf0,4,Germany,India,47,1,46,0,0,3.8,40000,5,12,0.3721128779509454,0.6332759349821357
m_75da5c71,5,England,Germany,57,28,29,0,0,0.8,80000,4,22,0.49855376092007997,0.6420932526225048
m_3c61c052,2,France,Morocco,20,47,27,0,0,6.93,40000,3,17,0.2594922454437599,0.4841137123367905
m_8b93ef71,0,Brazil,Colombia,20,85,65,0,0,8.38,60000,4,17,0.0009003626892463146,0.35
m_3d5223da,4,France,USA,82,60,22,0,0,9.22,60000,1,20,0.46490312980387366,0.650337337328341
m_83d27dc7,1,England,Germany,64,19,45,1,0,6.91,80000,6,22,0.42945859373319584,0.5944346351156694
m_538fc397,5,Mexico,Croatia,98,87,11,1,0,2.32,60000,3,21,0.7858083563468752,0.9332810988138063
m_8989beca,2,USA,Germany,99,14,85,0,0,6.1,90000,0,12,0.0889676878873149,0.47100070929033433
m_1e4e902f,0,Germany,Japan,38,70,32,0,0,9.16,80000,5,22,0.14493409794560205,0.35
m_650977df,1,Belgium,Mexico,38,96,58,1,0,3.83,90000,0,12,0.404395259108039,0.616472458862346
m_decc6710,1,Italy,Netherlands,65,96,31,0,0,9.56,60000,3,21,0.2382316377014414,0.44017990096932635
m_fd2b1dbf,3,Argentina,Mexico,76,8,68,0,0,1.43,40000,0,17,0.2178321684131398,0.5226401684246137
m_55118251,4,Senegal,Japan,5,37,32,1,0,7.42,90000,3,16,0.6486599449907434,0.783760061826912
m_d099edd5,2,Croatia,USA,64,86,22,0,0,1.64,90000,2,22,0.34616205252922666,0.4497311735777168
m_d307e659,0,Portugal,Germany,27,72,45,0,0,8.09,60000,1,17,0.13230235911471935,0.35
m_d7ea5415,3,Morocco,Uruguay,20,10,10,0,0,1.43,90000,5,17,0.39454460374702516,0.5967798648842705
m_4d9c9bb2,4,Belgium,Senegal,60,67,7,0,0,3.59,90000,4,15,0.454869339355694,0.6622263126049052
m_050342d4,3,Mexico,Colombia,40,13,27,1,0,7.88,40000,3,21,0.5874248415416347,0.7070160035759282
m_300ed58f,5,England,Argentina,83,39,44,0,0,4.87,80000,6,19,0.4417254783233556,0.5861213892271894
m_e7379e2e,4,Senegal,France,79,64,15,0,0,8.89,60000,3,16,0.5223961199403461,0.6467637624212557
m_b7e8b36e,4,Uruguay,Brazil,6,30,24,0,0,4.32,40000,2,17,0.49564502737969135,0.623866795016245
m_5f0845cd,2,France,Argentina,73,4,69,0,0,9.95,40000,6,13,0.19156524299750097,0.4398699450521155
m_cc6cfcf9,4,Spain,Brazil,36,45,9,0,0,0.68,80000,5,12,0.46360930094528247,0.538569839074293
m_a9dfef38,3,Colombia,Netherlands,87,6,81,0,0,7.11,80000,5,19,0.19344229625734832,0.3977658870698768
m_faa7ed39,4,India,Colombia,74,16,58,0,0,9.2,60000,4,17,0.3442188567241916,0.5938706564986651
m_c153ce10,2,Portugal,Belgium,65,22,43,1,0,5.59,60000,2,20,0.45806953952327223,0.6176147896021381
m_d55f7f58,2,Portugal,Colombia,11,91,80,0,0,9.89,60000,2,16,0.171330618031695,0.3931821560200864
m_f39d661d,5,Brazil,USA,49,21,28,0,0,7.23,40000,1,19,0.5681185158859414,0.656073379045467
m_ae844ee8,3,Portugal,France,84,93,9,0,0,4.58,90000,0,18,0.457194722005384,0.4995555736392597
m_e3e50195,1,Portugal,Senegal,28,65,37,0,0,5.4,80000,5,22,0.14328329782615223,0.3641502595862979
m_53b13ae9,1,Portugal,Japan,22,30,8,0,0,8.84,60000,5,21,0.2301133498630513,0.37108699244914806
m_d3afcdd0,4,Portugal,Belgium,84,24,60,0,0,9.6,60000,4,12,0.34234039209991424,0.5879598169546931
m_184cbac0,5,England,Belgium,47,64,17,0,0,5.78,40000,2,18,0.6084555077234801,0.592361373963689
m_f77963f3,0,England,Uruguay,80,13,67,0,0,3.42,60000,6,15,0.0,0.35
m_f790c583,4,Spain,Brazil,66,94,28,0,0,2.77,40000,0,17,0.4498519559573277,0.5249819158857887
m_cdcc66a8,5,USA,Senegal,25,26,1,0,0,5.03,90000,6,20,0.5537562975767042,0.7213831642172647
m_df9f730b,3,Italy,Colombia,91,98,7,0,0,3.32,40000,0,20,0.41292483770693716,0.4966035672475201
m_47b9ab2b,3,Morocco,Mexico,67,20,47,0,0,4.5,80000,0,20,0.3571924833514374,0.5252214131227234
m_7e0801fb,3,France,USA,87,61,26,0,0,8.43,40000,5,16,0.3588435063677518,0.4983077221585486
m_fde4148a,3,Mexico,Senegal,32,6,26,0,0,4.98,90000,6,15,0.33733283936638103,0.5038907687075721
m_750e42ff,3,Croatia,Portugal,17,43,26,1,0,6.59,90000,6,17,0.6623819982446355,0.7824608270846037
m_c9c0fd79,5,Italy,Netherlands,40,49,9,0,1,1.36,80000,0,21,0.7339957948854526,0.8007026843042605
m_79677ca9,5,Portugal,Colombia,84,9,75,0,1,7.74,40000,1,16,0.5866143632446337,0.8364831517070559
m_3d093d4b,2,Belgium,Mexico,30,37,7,0,0,5.09,80000,1,21,0.35573321587345536,0.56257358318869
m_be8921d0,1,Mexico,Italy,59,16,43,0,0,3.93,90000,2,16,0.1117610091966435,0.4623340947434955
m_48154652,3,Croatia,Mexico,28,4,24,1,0,6.3,40000,0,19,0.6952579697607908,0.6890077827926028
m_6add306b,0,Mexico,Spain,47,32,15,1,0,1.47,60000,6,21,0.4025544390919135,0.5494256847024062
m_3b96d412,5,Senegal,Spain,23,84,61,0,0,4.43,90000,2,16,0.4896225008337985,0.6860197914436215
m_22d4f8c4,0,Croatia,USA,83,93,10,0,0,8.2,90000,3,12,0.1574940031587272,0.3835646308221372
m_815cc6ad,0,England,Senegal,57,95,38,1,0,2.99,80000,5,16,0.38328665152733354,0.5844512756063427
m_37bd1e6b,0,Belgium,Brazil,89,17,72,0,0,9.18,90000,1,16,0.07054079715721984,0.36749954803513346
m_2ec7b8f8,2,Mexico,Argentina,88,41,47,0,0,6.23,80000,1,16,0.2866220778628308,0.5058002570623247
m_742e48ac,5,Germany,England,1,89,88,0,0,5.64,40000,5,14,0.3852692167234372,0.5459477513525517
m_7b354f60,0,Germany,Portugal,92,45,47,0,0,4.3,60000,4,20,0.06552411933303964,0.35
m_18fd88d1,3,Germany,Morocco,29,16,13,1,0,7.55,60000,3,16,0.5870830731999384,0.6898053714352544
m_881983c9,4,Senegal,Brazil,50,20,30,1,0,5.86,80000,6,13,0.6331102293181706,0.7656618406868732
m_590bbf64,0,France,Spain,64,42,22,0,0,8.07,60000,1,16,0.20082124177463195,0.35
m_5ff23bf0,2,Belgium,Argentina,99,10,89,0,1,3.65,60000,6,20,0.24631127773710218,0.5697700335921874
m_fcef74ec,5,Brazil,Netherlands,81,52,29,0,0,7.17,90000,0,19,0.5677110931472497,0.6026035195449534
m_c2a83c33,2,Croatia,USA,75,60,15,0,0,9.46,90000,5,17,0.3682184907870396,0.3975022671069935
m_97dadf07,0,India,Japan,37,48,11,0,0,3.16,40000,0,20,0.19526641959796115,0.35
m_beefdccc,5,India,Spain,61,23,38,0,0,9.82,90000,5,18,0.5245611915241521,0.7178437742760965
m_6c5cd550,4,Uruguay,Belgium,7,33,26,0,0,4.4,90000,6,13,0.3967247274830509,0.6358654980489977
m_ee5a7809,0,Mexico,Uruguay,90,77,13,0,0,0.87,90000,0,12,0.10003038382044362,0.3590771308253969
m_fb169a9f,2,France,Mexico,87,25,62,0,0,3.9,90000,5,14,0.1720641969917912,0.35
m_a72006cd,1,USA,Mexico,64,50,14,0,0,1.92,60000,6,22,0.32764092447604365,0.3602830510120294
m_742225f2,3,Brazil,France,18,100,82,0,0,3.39,60000,6,15,0.30373839209536363,0.503839022939018
m_0ceef738,2,Colombia,Italy,29,88,59,0,0,1.41,60000,2,20,0.21435916789921108,0.4755073621127238
m_447e04c8,5,Senegal,Argentina,98,70,28,0,0,2.19,90000,1,16,0.5947187134094547,0.6170069045261737
m_549d8da2,0,India,Spain,60,79,19,0,0,1.7,60000,2,13,0.10575168116320882,0.36595111013837567
m_a0eed823,3,Netherlands,Italy,54,55,1,0,0,0.91,40000,6,21,0.41902870992870767,0.5247043492903217
m_3a0c751a,0,USA,Spain,72,98,26,0,1,3.31,40000,1,16,0.36436237146020634,0.5405603717541502
m_1251a87e,5,Croatia,Senegal,21,68,47,0,0,9.44,90000,4,13,0.5876089197750094,0.618787971964495
m_226c1320,0,Brazil,Uruguay,21,78,57,1,0,9.52,60000,2,20,0.34608091293827453,0.5108411189111048
m_bfc8fab3,1,Morocco,USA,58,4,54,0,0,8.54,40000,1,17,0.06552862217372947,0.35131063386619893
m_9bfb18a0,3,Belgium,Netherlands,49,28,21,0,1,0.62,80000,4,16,0.6049769674969132,0.704667042393742
m_316e4f7e,3,Senegal,Mexico,36,29,7,0,0,0.77,90000,6,13,0.4091090511448892,0.5464419490697626
m_b8402e28,5,Croatia,Morocco,17,82,65,0,0,0.6,40000,1,18,0.4736287446333803,0.551543190402935
m_c34b48f9,1,Brazil,Mexico,80,84,4,0,0,3.98,40000,3,18,0.2749556604329662,0.42690474963608027
m_50ab43a9,2,Netherlands,Portugal,53,48,5,0,0,9.81,40000,5,13,0.3978272456195391,0.4762177898890931
m_50be37a0,0,Germany,Spain,15,96,81,1,0,9.02,80000,2,21,0.24983559803049268,0.5475536051729214
m_25b60429,4,Croatia,Germany,79,72,7,1,0,2.88,80000,0,17,0.8889464687603421,0.7811335818691402
m_f43ce539,0,Belgium,Spain,40,13,27,1,0,4.4,80000,4,21,0.4307569497469024,0.48442797886758165
m_9fb76dbe,0,Mexico,Belgium,81,43,38,1,0,8.33,40000,4,21,0.2920997795280139,0.5036677621770155
m_eed4afc5,2,Germany,Colombia,51,9,42,0,0,7.71,80000,6,14,0.17108000709440085,0.5354649224103548
m_46736717,0,Mexico,France,65,40,25,0,0,1.76,90000,6,19,0.05420452283943476,0.35
m_eedada5e,1,England,Colombia,13,46,33,0,0,1.52,80000,0,16,0.2272480467797757,0.44104010822379186
m_e5017ed9,1,Brazil,Belgium,38,58,20,0,0,5.67,90000,4,19,0.27811853122479924,0.35
m_6c2329c5,3,Portugal,Argentina,74,97,23,0,0,1.47,40000,0,18,0.25189279293176015,0.5354225026284454
m_6bc6536d,5,Morocco,Portugal,97,56,41,1,0,8.34,60000,0,22,0.8085518166054333,0.7477070584550767
m_c7d869d4,4,Uruguay,Netherlands,26,12,14,0,0,2.91,90000,1,19,0.5025216076587103,0.5847595146959892
m_7a9a2ab1,0,Morocco,USA,76,25,51,0,0,2.29,90000,2,12,0.15336349015064743,0.35
m_ed54d587,0,Japan,Brazil,83,89,6,0,0,2.26,90000,3,17,0.1365983634960611,0.35
m_14972cd4,2,India,Croatia,15,16,1,0,1,0.93,40000,4,22,0.5220330194673409,0.5672254299086018
m_3396547c,5,Croatia,Spain,5,51,46,0,0,6.6,90000,1,14,0.49915227052123257,0.6105583802166957
m_fc0b578e,1,Brazil,Argentina,2,80,78,1,0,2.06,40000,3,16,0.29631612962220755,0.46622485859365115
m_43a55564,4,Japan,England,78,99,21,0,0,2.72,90000,3,13,0.40404848965253887,0.5049130425761801
m_16ead214,3,Portugal,Morocco,93,87,6,0,0,7.64,40000,4,22,0.4715676202181896,0.530931448566345
m_e4847ee9,1,Mexico,England,65,72,7,1,0,1.05,60000,4,15,0.5239563619901668,0.5182690357776081
m_0d18bbd1,5,Spain,Belgium,77,53,24,0,0,2.43,40000,1,17,0.5596971607539334,0.5589186952383108
m_8d213505,3,England,USA,60,52,8,0,0,1.92,40000,4,12,0.48813679807896504,0.614333125810928
m_75f40d0a,2,Mexico,England,96,67,29,0,0,0.55,60000,3,13,0.2855142125609733,0.5304366444178283
m_271468ac,2,Argentina,India,98,24,74,0,0,5.62,40000,4,13,0.19074411649315756,0.3821259137317604
m_c0f0b732,0,Colombia,Portugal,56,86,30,1,0,2.31,40000,5,20,0.3926208958781023,0.5477039682293053
m_60ad5a93,5,Spain,India,78,14,64,0,0,6.51,90000,5,22,0.4589506898358145,0.5687993907601636
m_58c01506,4,Germany,Portugal,38,22,16,0,0,5.27,40000,1,16,0.4095611072768647,0.5409131604524471
m_3b4ea36c,3,Argentina,Netherlands,57,98,41,0,0,6.84,90000,1,16,0.33650410846116136,0.35
m_7b0676ff,1,USA,Netherlands,51,100,49,0,0,9.82,60000,1,17,0.21541993670572177,0.4558122746969699
m_d3233422,5,Japan,Netherlands,41,31,10,0,0,2.59,40000,4,21,0.5685997873751849,0.6714783674156327
m_ba18f2ba,5,Croatia,Brazil,79,85,6,0,0,6.83,60000,2,14,0.5613666680294565,0.6833706727627031
